MR,Source,Followup,Result,BLEU_Score,,,
3,"Eligible children can receive 2 doses, 8 weeks apart if they have a severely compromised immune system.","An eligible child can receive 2 doses, 8 weeks apart if they have a severely compromised immune system.",Eligible children may receive two doses 8 weeks apart if their immune system is severely compromised.,0.386092395,,,
3,"Eligible children can receive 2 doses, 8 weeks apart if they have a severely compromised immune system, a disability that requires frequent assistance with activities of daily living, such as severe cerebral palsy or Down syndrome, and
complex or multiple health conditions which increase the risk of severe COVID-19.","An eligible child can receive 2 doses, 8 weeks apart if they have a severely compromised immune system, a disability that requires frequent assistance with activities of daily living, such as severe cerebral palsy or Down syndrome, and complex or multiple health conditions which increase the risk of severe COVID-19.","Eligible children must have a severely compromised immune system, a disability that requires frequent assistance with activities of daily living, such as severe cerebral palsy or Down syndrome, and a severe risk of COVID-19.",0.551148289,,,
3,Some children with severe immunocompromise will require 3 primary doses.,A child with severe immunocompromise will require 3 primary doses.,Children with severe immunocompromised immunity need 3 primary doses.,0.497132954,,,
3,ATAGI is currently not recommending COVID-19 vaccination for children in this age group who are not at increased risk.,ATAGI is currently not recommending COVID-19 vaccinations for children in this age group who are not at increased risk.,ATAGI does not currently recommend vaccination against COVID-19 for children in this age group who are not at increased risk.,0.8,,,
3,Bookings can be made via the vaccine clinic finder for participating GPs state-wide or via the Coronavirus Hotline 1800 675 398 for specialist vaccination clinics in metropolitan Melbourne.,A booking can be made via the vaccine clinic finder for participating GPs state-wide or via the Coronavirus Hotline 1800 675 398 for specialist vaccination clinics in metropolitan Melbourne.,"For participating GPs statewide, appointments can be made through the Vaccine Clinic Finder or via the Coronavirus Hotline 1800 675 398 for specialized immunization clinics in the Melbourne metropolis.",0.586206897,,,
3,Speak with your child's doctor or call the Coronavirus Hotline on 1800 675 398 for more information.,Speak with your children's doctor or call the Coronavirus Hotline on 1800 675 398 for more information.,"For more information, talk to your child's doctor or call the coronavirus hotline on 1800 675 398.",0.529411765,,,
3,"The recommended schedule for vaccination in this age group is 2 doses, 8 weeks apart.",-,-,,,,
3,The dose interval can be shortened to a minimum of 3 weeks (for children who receive a Pfizer vaccine) or 4 weeks (for children who receive a Moderna vaccine) in special circumstances.,The doses interval can be shortened to a minimum of 3 weeks (for children who receive a Pfizer vaccine) or 4 weeks (for children who receive a Moderna vaccine) in special circumstances.,The dosing interval may be reduced to a minimum of 3 weeks (for children vaccinated with Pfizer) or 4 weeks (for mothers or vaccinated children) in special circumstances.,0.55727865,,,
3,A third primary dose is recommended for children in this age group who are severely immunocompromised.,Third primary doses are recommended for children in this age group who are severely immunocompromised.,A third first dose is recommended for children of this age with severely compromised immunity.,0.4,,,
3,It is recommended they receive this dose from 8 weeks after their second dose.,It is recommended they receive these doses from 8 weeks after their second dose.,It is recommended to start taking these doses 8 weeks after the second dose.,0.714285714,,,
3,"Unless immunocompromised, this age group is not eligible for a third dose.","Unless immunocompromised, these age groups are not eligible for a third dose.","Unless immunity is compromised, this age group is not eligible for a third dose.",0.571428571,,,
3,Children aged 5 can get the Pfizer vaccine.,Children aged 5 can get the Pfizer vaccines.,Children 5 years old can get the Pfizer vaccine.,0.666666667,,,
3,Children aged 6 to 11 can get the Pfizer or Moderna vaccine.,Children aged 6 to 11 can get the Pfizer or Moderna vaccines.,Children between the ages of 6 and 11 may be vaccinated with Pfizer or Moderna.,0.4,,,
3,"They will receive a smaller dose of the vaccine, specifically for their age group.","They will receive smaller doses of the vaccine, specifically for their age group.","They will get a lower dose of the vaccine, especially for age groups.",0.538461538,,,
3,"For some in this age group, this may be the fourth dose if they had a three-dose primary course.",-,-,,,,
3,"People aged 12 to 15 can get the Pfizer, Moderna or Novavax vaccine for their primary dose.","A person aged 12 to 15 can get the Pfizer, Moderna or Novavax vaccine for their primary dose.","People between the ages of 12 and 15 may receive the Pfizer, Moderna, or Novavax vaccine as their first dose.",0.45,,,
3,Pfizer is the recommended vaccine for the additional dose.,Pfizer is the recommended vaccine for the additional doses.,Pfizer is the recommended vaccine for booster doses.,0.77218479,,,
3,"The recommended schedule for vaccination in this age group is 2 doses, 8 weeks apart.",-,-,,,,
3,The dose interval can be shortened to a minimum of 3 weeks (for people who receive a Pfizer vaccine) or 4 weeks (for people who receive a Moderna vaccine) in special circumstances.,-,-,,,,
3,A third primary dose is recommended for people in this age group who are severely immunocompromised.,-,-,,,,
3,It is recommended they receive this dose from 8 weeks after their second dose.,-,-,,,,
3,People aged 16 to 17 are also recommended to receive an additional dose after their primary course of vaccination.,-,-,,,,
3,This will be a third dose for most people.,-,-,,,,
3,"However, for people who are severely immunocompromised, an additional dose will be a fourth dose, as they will already have had 3 primary vaccine doses.",-,-,,,,
3,Everyone aged 16 and over who is severely immunocompromised or lives in disability care facilities can receive their winter dose 3 months after receiving their third dose (or fourth dose for people who are severely immunocompromised) or being infected with COVID-19 if it has occurred since the person's third dose.,-,-,,,,
3,"People aged 16 to 17 can get the Pfizer, Moderna or Novavax vaccine for their primary course of vaccination.",-,-,,,,
3,"The primary course of vaccination is the first two doses, or three doses for people who are severely immunocompromised.",-,-,,,,
3,They are eligible to receive a Pfizer vaccine for this additional third or fourth (for people who are severely immunocompromised) dose and a Pfizer vaccine for their winter dose (for those who are eligible to receive this dose).,-,-,,,,
3,"Free COVID-19 vaccines are available at vaccination hubs, pharmacies and GPs.",-,-,,,,
3,"Use the Victorian Government online booking system or call 1800 675 398 (7 days a week, 8 am to 8 pm) to book your vaccine appointment. For an interpreter, press zero (0).",-,-,,,,
3,You can also request an Auslan interpreter when making your booking.,-,-,,,,
3,"See the locations of all vaccination centres, including sites offering walk-in appointments.",-,-,,,,
3,"To make a booking with a GP or pharmacy, use the Australian Government’s Vaccination Clinic Finder",-,-,,,,
3,You need a third dose to keep up your immunity against COVID-19.,-,-,,,,
3,Australian Technical Advisory Group on Immunisation (ATAGI) recommends COVID-19 third doses for anyone aged 16 and over who received their second dose 3 or more months ago.,-,-,,,,
3,"The Pfizer, Moderna and Novavax vaccines are approved for use as a third dose in people aged 18 years and over, regardless of which COVID-19 vaccine you received for your initial doses.",-,-,,,,
3,People aged 16 to 17 will receive the Pfizer vaccine as their third dose.,-,-,,,,
3,"The AstraZeneca vaccine is only recommended for use as a third dose if you have had a significant adverse reaction to a previous mRNA vaccine dose (for example, Pfizer or Moderna) that means you cannot have another dose of an mRNA vaccine.",-,-,,,,
3,ATAGI does not recommend AstraZeneca for use as a third dose for people who received AstraZeneca for their first two doses.,-,-,,,,
3,"If you’re not sure which third dose you’re eligible for, talk to your GP.",-,-,,,,
3,Your third dose will appear on your Australian immunisation history statement and your COVID-19 digital certificate.,-,-,,,,
3,"Under Pandemic Orders, workers in key sectors who are already required to be up to date with their vaccination status with two doses, must get their third dose before being permitted to work on site. Visit Worker vaccination requirements for more information.",-,-,,,,
3,"If you completed your initial vaccination course overseas with a vaccine recognised by the Therapeutic Goods Administration, you can get your third dose.",-,-,,,,
3,BEYOND BLUE STORY https://www.beyondblue.org.au/personal-best/pillar/supporting-yourself/i-came-because-i-didn't-want-to-die-jake-s-story-of-anxiety-depression-and-therapy,-,-,,,,
3,"From a place of hopelessness, Jake has come to accept that he's worth recovering for.",-,-,,,,
3,It was Jake’s first session with a psychologist.,-,-,,,,
3,And this question would be the first of many he'd confront from this armchair over the coming two and a half years.,-,-,,,,
3,"While it was hard to answer, Jake realised that for the first time in his 22 years, he wanted to find the answers.",-,-,,,,
3,"“I knew that I was essentially broken,” he says.",-,-,,,,
3,"“My attitude was, crack me open and pour me out onto the table. Let’s figure this thing out.”",-,-,,,,
3,I'm in this by myself.,-,-,,,,
3,I have someone that I can talk to and get a perspective from.,-,-,,,,
3,The fourth dose is now available to adults aged 50 years and above ,The fourth doses are now available to adults aged 50 years and above ,The fourth dose is available for adults 50 and older,0.444490932,,,
3,Adults aged 30 and above now have the option to receive a fourth dose of a COVID-19 vaccine.,Adults aged 30 and above now have the option to receive fourth doses of a COVID-19 vaccine.,Adults aged 30 and older can now receive the fourth dose of the COVID-19 vaccine.,0.641793767,,,
3,"In addition to the above, a fourth dose is also available to people aged 16 years and above who are severely immunocompromised ","In addition to the above, fourth doses are also available to people aged 16 years and above who are severely immunocompromised ","In addition to the above, the fourth dose is also available for those over 16 who are severely immunocompromised.",0.568476396,,,
3,"In addition to the above, a fourth dose is also available to residents of aged care or disability care facilities ","In addition to the above, fourth doses are also available to residents of aged care or disability care facilities ","In addition to the above, the fourth dose is also available for residents of elderly or disabled care institutions",0.631578947,,,
3,"In addition to the above, a fourth dose is also available to Aboriginal and Torres Strait Islander people aged 50 years and above","In addition to the above, fourth doses are also available to Aboriginal and Torres Strait Islander people aged 50 years and above","In addition to the above, a fourth dose is available for Aboriginal and Torres Strait Islander people over 50",0.629218701,,,
3,"In addition to the above, a fourth dose is also available to people aged 16 years and above who have a medical condition that increases the risk of severe COVID-19 illness","In addition to the above, fourth doses are also available to people aged 16 years and above who have a medical condition that increases the risk of severe COVID-19 illness","In addition to the above, a fourth dose is also available for people over 16 years of age who have a medical condition that increases the risk of severe COVID-19 disease",0.741935484,,,
3,"In addition to the above, a fourth dose is also available to people aged 16 years and above who have disabilities with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19 infection.","In addition to the above, fourth doses are also available to people aged 16 years and above who have disabilities with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19 infection.","In addition to the above, the fourth dose is also available for those over 16 years of age who have significant, complex or multiple disabilities with health problems that increase the risk of a poor outcome from COVID-19 infection.",0.666666667,,,
3,People who are now recommended to receive a fourth dose include people with immunocompromising conditions,People who are now recommended to receive fourth doses include people with immunocompromising conditions,Among those who are now receiving a fourth dose are those who have immunocompromised conditions,0.333333333,,,
3,People who are now recommended to receive a fourth dose include people with cancers,People who are now recommended to receive fourth doses include people with cancers,Those for whom the fourth dose is now recommended are cancer patients,0.306681472,,,
3,People who are now recommended to receive a fourth dose include people with specific chronic inflammatory conditions,People who are now recommended to receive fourth doses include people with specific chronic inflammatory conditions,Those who are now being recommended for a fourth dose include those with a specific chronic inflammatory disease,0.555555556,,,
3,People who are now recommended to receive a fourth dose include people with chronic lung disease,People who are now recommended to receive fourth doses include people with chronic lung disease,Those now being recommended a fourth dose include people with chronic lung disease,0.593587329,,,
3,People who are now recommended to receive a fourth dose include people with chronic liver disease,People who are now recommended to receive fourth doses include people with chronic liver disease,Those who are now being advised to take a fourth dose include those with chronic liver disease,0.588235294,,,
3,People who are now recommended to receive a fourth dose include people with severe chronic kidney disease,People who are now recommended to receive fourth doses include people with severe chronic kidney disease,Those for whom a fourth dose is now recommended include those with severe chronic kidney disease,0.5625,,,
3,People who are now recommended to receive a fourth dose include people with chronic neurological disease,People who are now recommended to receive fourth doses include people with chronic neurological disease,Those for whom the fourth dose is now recommended are those with chronic neurological conditions,0.466666667,,,
3,People who are now recommended to receive a fourth dose include people with diabetes requiring medication,People who are now recommended to receive fourth doses include people with diabetes requiring medication,"Among those to whom the fourth dose is now recommended, diabetics also need medication",0.266017937,,,
3,People who are now recommended to receive a fourth dose include people with chronic cardiac disease,People who are now recommended to receive fourth doses include people with chronic cardiac disease,Those for whom a fourth dose is now recommended include those with chronic heart disease,0.466666667,,,
3,"People who are now recommended to receive a fourth dose include people with disability with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19","People who are now recommended to receive fourth doses include people with disability with significant, complex, or multiple health issues, which increase the risk of poor outcomes from COVID-19","Those who are now being offered a fourth dose include people with disabilities who have significant, complex or multiple health problems that increase their risk of a poor outcome from COVID-19",0.548387097,,,
3,People who are now recommended to receive a fourth dose include people with severe obesity,People who are now recommended to receive fourth doses include people with severe obesity,Those to whom the fourth dose is now recommended are also those struggling with severe obesity,0.5,,,
3,People who are now recommended to receive a fourth dose include people with severe underweight.,People who are now recommended to receive fourth doses include people with severe underweight.,Those who are now being recommended for the fourth dose are among those who are severely underweight.,0.352941176,,,
3,Eligible people can receive their fourth dose 3 months after receiving their third dose or after having COVID-19 if infection has occurred since the person’s third dose.,Eligible people can receive their fourth doses 3 months after receiving their third doses or after having COVID-19 if infection has occurred since the person’s third doses.,Eligible persons may receive the fourth dose 3 months after the third dose or after the infection with COVID-19 if the infection occurred since the third dose.,0.592592593,,,
3,Pfizer and Moderna are the preferred vaccines for the fourth dose for people aged 18 and above.,Pfizer and Moderna are the preferred vaccines for the fourth doses for people aged 18 and above.,Pfizer and Moderna are the preferred vaccines for the fourth dose for those 18 years and older.,0.764705882,,,
3,People aged 16 to 17 can only get the Pfizer vaccine as their fourth dose.,People aged 16 to 17 can only get the Pfizer vaccine as their fourth doses.,Those between the ages of 16 and 17 can only receive the Pfizer vaccine as a fourth dose.,0.5,,,
3,AstraZeneca or Novavax can be used if an mRNA vaccine (such as Pfizer or Moderna) is contraindicated.,AstraZeneca or Novavax can be used if mRNA vaccines (such as Pfizer or Moderna) is contraindicated.,AstraZeneca or Novavax can be used when mRNA vaccines (such as Pfizer or Moderna) are contraindicated.,0.875,,,
3,"To prepare for your vaccine appointment, ensure you are eligible to receive a vaccine at the recommended interval.","To prepare for your vaccine appointment, ensure you are eligible to receive vaccines at the recommended intervals.","To prepare for your vaccination appointment, make sure you are eligible to receive vaccinations at the recommended intervals.",0.777777778,,,
3,Schedule your COVID-19 vaccination at least one week before or after surgeries. This will reduce the chance that adverse events following the vaccination (such as fever) are attributed as surgical complications (such as wound infection).,Schedule your COVID-19 vaccinations at least one week before or after surgeries. This will reduce the chance that adverse events following vaccinations (such as fever) are attributed as surgical complications (such as wound infection).,Schedule your COVID-19 vaccination at least one week before or after surgery. This reduces the chance that adverse events (such as fever) following vaccinations are attributed to surgical complications (such as wound infection).,0.852557382,,,
3,Talk to your doctor or regular health professional if you have concerns about your health and getting a COVID-19 vaccine. You cannot consult a doctor on-site at a COVID-19 vaccine centre.,Talk to your doctor or regular health professional if you have concerns about your health and getting COVID-19 vaccines. You cannot consult a doctor on-site at COVID-19 vaccine centers.,Talk to your doctor or health care professional if you have concerns about your health and getting the COVID-19 vaccine. You cannot see a doctor on site at the COVID-19 vaccination centers.,0.75,,,
3,Bring a face mask to your vaccine appointment,Bring face masks to your vaccine appointments,Bring a mask with you to vaccination appointments,0.375,,,
3,Bring any emails about your vaccination appointment (on your phone or printed) to your vaccine appointment,Bring any emails about your vaccination appointments (on your phone or printed) to your vaccine appointments,Take emails related to your vaccination appointments (on your phone or printed) to your vaccination appointments,0.75,,,
3,"Bring photo identification, if you have one, such as a passport or driver’s licence to your vaccine appointment","Bring photo identifications, if you have one, such as a passport or driver’s licence to your vaccine appointments","Bring photo identification, such as a passport or driver's license, if you have one, to vaccination appointments.",0.665557513,,,
3,Bring a Medicare card or Individual Healthcare Identifier (IHI) number if you have don’t have a Medicare card. You can still get vaccinated if you don’t have a Medicare card or a IHI number.,Bring Medicare cards or Individual Healthcare Identifier (IHI) numbers if you have don’t have Medicare cards. You can still get vaccinated if you don’t have Medicare cards or IHI numbers.,"If you do not already have a Medicare card, bring your Medicare cards or Individual Health Identification (IHI) numbers. You can still get vaccinated if you don't have a Medicare card or IHI number.",0.588235294,,,
3,Vaccines are free. There may be an additional charge if you get vaccinated at a GP or pharmacy.,Vaccines are free. There may be additional charges if you get vaccinated at GPs or pharmacies.,Vaccinations are free. Additional costs may arise if you receive the vaccine at a GP or pharmacy.,0.411764706,,,
3,Don't go to a vaccine appointment if you think you may have COVID-19.,Don't go to vaccine appointments if you think you may have COVID-19.,Do not go to vaccination appointments if you think you have COVID-19.,0.75,,,
3," If you have symptoms, get tested and isolate until you receive a negative result."," If you have symptoms, get tested and isolate until you receive negative results.","If you have symptoms, get tested and isolated until you get a negative result.",0.714285714,,,
3,You must tell your immunisation provider beforehand if you are allergic to ingredients in a COVID-19 vaccine (such as polyethylene glycol in Pfizer or polysorbate 80 in AstraZeneca and Novavax) or have had anaphylaxis (a severe allergic reaction) to other vaccines and medicines.,-,-,,,,
3,"After receiving your vaccine, you will be asked to wait for 15 minutes to make sure you're okay.","After receiving your vaccines, you will be asked to wait for 15 minutes to make sure you're okay.","After the injection, you should wait 15 minutes to make sure you are well.",0.429415596,,,
3,Vaccines are delivered by trained professionals who have medications and equipment on hand to respond to any issues.,Vaccines are delivered by trained professionals who have medications and equipment on hand to respond to any issues.,Vaccines are delivered by trained professionals who have the drugs and equipment on hand to respond to problems.,0.833333333,,,
3,"For a day or two, you may experience some symptoms such as pain where you had the injection, muscle ache, headache, fever, or fatigue.","For a day or two, you may experience some symptoms such as pain where you had the injections, muscle aches, headaches, fevers, or fatigue.","You may experience some symptoms for a day or two, such as pain at the injection site, muscle aches, headache, fever, or fatigue.",0.666054517,,,
3,Visit Additional information for specific groups if you are pregnant; identify as an Aboriginal and Torres Strait Islander; are severely immunocompromised; have a history of blood clots or cardiac conditions or are someone with a disability or special requirement.,Visit Additional information for a specific group if you are pregnant; identify as an Aboriginal and Torres Strait Islander; are severely immunocompromised; have a history of blood clots or cardiac conditions or are someone with a disability or special requirement.,"Visit More information for a specific group if you are pregnant; identify as Aboriginal and Torres Strait Islander; those with a severely impaired immune system; have a history of blood clots or heart disease, or have a disability or special needs.",0.756097561,,,
3,People over the age of 5 who have had COVID-19 and are due for their next dose of COVID-19 vaccine should wait 3 months from testing positive before getting their next vaccine dose.,People over the age of 5 who have had COVID-19 and are due for their next doses of COVID-19 vaccines should wait 3 months from testing positive before getting their next vaccine doses.,Those over 5 years of age who have had COVID-19 and are due for their next dose of the COVID-19 vaccine must wait 3 months from the date of the positive result before receiving their next dose of the vaccine.,0.65,,,
3,Waiting for a 3-month period after infection before COVID-19 vaccination is to provide better and longer protection against re-infection from COVID-19.,Waiting for a 3-month period after infections before COVID-19 vaccination is to provide better and longer protection against re-infection from COVID-19.,Waiting 3 months after infections before getting the COVID-19 vaccine provides better and longer protection against re-infection with COVID-19.,0.568476396,,,
3,Victorians are encouraged to get an influenza vaccine this year to protect themselves against seasonal influenza. This will help protect our health system and our most vulnerable people.,Victorians are encouraged to get influenza vaccines this year to protect themselves against seasonal influenza. This will help protect our health system and our most vulnerable people.,Victorians are being encouraged to get a flu shot this year to protect themselves against seasonal flu. This helps protect our healthcare system and our most vulnerable people.,0.75,,,
3,The Australian Technical Advisory Group on Immunisation (ATAGI) advises that COVID-19 vaccines can be given at the same time as an influenza vaccine.,The Australian Technical Advisory Group on Immunisation (ATAGI) advises that COVID-19 vaccines can be given at the same time as influenza vaccines.,The Australian Technical Advisory Group on Immunization (ATAGI) advises that vaccinations against COVID-19 can be administered at the same time as influenza vaccination.,0.782608696,,,
4,COVID-19 vaccines are safe and effective in protecting you against COVID-19.,COVID-19 vaccines are definitely safe and effective in protecting you against COVID-19.,The COVID-19 vaccine is definitely safe and effective in protecting you from COVID-19.,0.692307692,,,
4,"When you get vaccinated, your body starts producing antibodies against the virus.","When you get vaccinated, your body usually starts producing antibodies against the virus.","When you get vaccinated, your body usually starts to produce antibodies to the virus.",0.785714286,,,
4,These antibodies help your immune system fight the virus if exposed to it.,These antibodies usually help your immune system fight the virus if exposed to it.,These antibodies usually help the immune system fight the virus when exposed to it.,0.857142857,,,
4,"COVID-19 vaccines provide strong protection against serious illness, hospitalisation, and death.","COVID-19 vaccines often provide strong protection against serious illness, hospitalisation, and death.","The COVID-19 vaccine often provides strong protection against serious illness, hospitalization, and death.",0.692307692,,,
4,"Getting vaccinated helps those at a higher risk of falling seriously ill have an increased immunity, such as people who are severely immunocompromised, pregnant (including their unborn baby), adults aged above 65 years, and Aboriginal and Torres Strait Islander people.","Getting vaccinated sometimes helps those at a higher risk of falling seriously ill have an increased immunity, such as people who are severely immunocompromised, pregnant (including their unborn baby), adults aged above 65 years, and Aboriginal and Torres Strait Islander people.","Getting vaccinated can help boost immunity in people who are at higher risk of serious illness, such as people with severe immunity, pregnant women (including unborn babies), adults 65 years of age and older, Aboriginal and Torres Strait Islander people.",0.585185947,,,
4,mRNA vaccines (Pfizer and Moderna) are safe and effective for children.,mRNA vaccines (Pfizer and Moderna) are mostly safe and effective for children.,Most mRNA vaccines (Pfizer and Moderna) are safe and effective in children.,0.833333333,,,
4,Three doses of the vaccine have proven to provide stronger and longer-lasting protection.,Three doses of the vaccine have never proven to provide stronger and longer-lasting protection.,"A three-dose vaccine has never been proven to provide stronger, longer-lasting protection.",0.493781006,,,
4,Getting vaccinated is a safer and more dependable way to build immunity to COVID-19 than getting sick with COVID-19.,Getting vaccinated is always a safer and more dependable way to build immunity to COVID-19 than getting sick with COVID-19.,Vaccination is always a safer and more reliable way to build immunity against COVID-19 than getting it.,0.640994389,,,
4,"If you had COVID-19, you should still get vaccinated to receive maximum protection.","If you had COVID-19, you definitely should still get vaccinated to receive maximum protection.","If you are infected with COVID-19, you should still get vaccinated to get maximum protection.",0.733333333,,,
4,Children aged between 6 months and under 5 years who are at an increased risk of severe illness from COVID-19 are recommended a paediatric formulation of the Moderna vaccine.,Children aged between 6 months and under 5 years who are often at an increased risk of severe illness from COVID-19 are recommended a paediatric formulation of the Moderna vaccine.,Children aged 6 months to less than 5 years who are often at increased risk of severe illness from COVID-19 are recommended to use Modernavaccine's pediatric formulation.,0.629701741,,,
4,"Eligible children can receive 2 doses, 8 weeks apart if they have a severely compromised immune system.","Eligible children can still receive 2 doses, 8 weeks apart if they have a severely compromised immune system.",Eligible children may receive two doses 8 weeks apart if their immune system is severely compromised.,0.496404508,,,
4,"Eligible children can receive 2 doses, 8 weeks apart if they have a severely compromised immune system, a disability that requires frequent assistance with activities of daily living, such as severe cerebral palsy or Down syndrome, and
complex or multiple health conditions which increase the risk of severe COVID-19.","Eligible children can definitely receive 2 doses, 8 weeks apart if they have a severely compromised immune system, a disability that requires frequent assistance with activities of daily living, such as severe cerebral palsy or Down syndrome, and complex or multiple health conditions which increase the risk of severe COVID-19.","If your immune system is severely compromised, a disorder that often requires assistance with activities of daily living, such as severe cerebral palsy or Down syndrome, and your risk of severe COVID-19.",0.427337119,,,
4,Some children with severe immunocompromise will require 3 primary doses.,Some children with severe immunocompromise will usually require 3 primary doses.,Some children with severe immune compromise usually need three primary doses.,0.636363636,,,
4,ATAGI is currently not recommending COVID-19 vaccination for children in this age group who are not at increased risk.,ATAGI is currently not recommending COVID-19 vaccination for children in this age group who are usually not at increased risk.,ATAGI currently does not recommend vaccination against COVID-19 for children in this age group who are not generally at increased risk.,0.80952381,,,
4,Bookings can be made via the vaccine clinic finder for participating GPs state-wide or via the Coronavirus Hotline 1800 675 398 for specialist vaccination clinics in metropolitan Melbourne.,Bookings can be made via the vaccine clinic finder for participating GPs state-wide or via the Coronavirus Hotline 1800 675 398 for specialist vaccination clinics in metropolitan Melbourne.,"For participating GPs statewide, appointments can be made through the Vaccine Clinic Finder or via the Coronavirus Hotline 1800 675 398 for specialized immunization clinics in the Melbourne metropolis.",0.586206897,,,
4,Speak with your child's doctor or call the Coronavirus Hotline on 1800 675 398 for more information.,Always speak with your child's doctor or call the Coronavirus Hotline on 1800 675 398 for more information.,"For more information, always talk to your child's doctor or call the coronavirus hotline on 1800 675 398.",0.555555556,,,
4,"The recommended schedule for vaccination in this age group is 2 doses, 8 weeks apart.","The recommended schedule for vaccination in this age group is usually 2 doses, 8 weeks apart.","The recommended vaccination schedule for this age group is two doses, usually 8 weeks apart.",0.873139853,,,
4,The dose interval can be shortened to a minimum of 3 weeks (for children who receive a Pfizer vaccine) or 4 weeks (for children who receive a Moderna vaccine) in special circumstances.,The dose interval can be shortened to a minimum of 3 weeks (for children who receive a Pfizer vaccine) or 4 weeks (for children who receive a Moderna vaccine) in special circumstances.,"In special circumstances, the interval between doses may be reduced to a minimum of 3 weeks (for children vaccinated with Pfizer) or 4 weeks (for mothers or vaccinated children).",0.466408274,,,
4,A third primary dose is recommended for children in this age group who are severely immunocompromised.,A third primary dose is often recommended for children in this age group who are severely immunocompromised.,A third first dose is often recommended for children of this age with severely compromised immunity.,0.645846481,,,
4,It is recommended they receive this dose from 8 weeks after their second dose.,It is never recommended they receive this dose from 8 weeks after their second dose.,It is absolutely not recommended to receive this dose from 8 weeks after the second dose.,0.75,,,
4,"Unless immunocompromised, this age group is not eligible for a third dose.","Unless immunocompromised, this age group is definitely not eligible for a third dose.","Unless immunity is compromised, this age group is not eligible for a third dose.",0.785714286,,,
4,Children aged 5 can get the Pfizer vaccine.,Children aged 5 can often get the Pfizer vaccine.,Children 5 years old can often get the Pfizer vaccine.,0.8,,,
4,Children aged 6 to 11 can get the Pfizer or Moderna vaccine.,Children aged 6 to 11 can probably get the Pfizer or Moderna vaccine.,Children between the ages of 6 and 11 may probably get the Pfizer or Moderna vaccine.,0.625,,,
4,"They will receive a smaller dose of the vaccine, specifically for their age group.","They will constantly receive a smaller dose of the vaccine, specifically for their age group.","They will continue to receive lower doses of the vaccine, especially for age groups.",0.532035874,,,
4,"For some in this age group, this may be the fourth dose if they had a three-dose primary course.","For some in this age group, this may usually be the fourth dose if they had a three-dose primary course.","For some people in this age group, the 3rd dose will usually be the 4th dose.",0.486750489,,,
4,"People aged 12 to 15 can get the Pfizer, Moderna or Novavax vaccine for their primary dose.","People aged 12 to 15 can never get the Pfizer, Moderna or Novavax vaccine for their primary dose.","People between the ages of 12 and 15 cannot get the Pfizer, Moderna, or Novavax vaccine as their first dose.",0.55,,,
4,Pfizer is the recommended vaccine for the additional dose.,Pfizer is definitely the recommended vaccine for the additional dose.,Pfizer is definitely the recommended vaccine for booster shots.,0.695986135,,,
4,"The recommended schedule for vaccination in this age group is 2 doses, 8 weeks apart.","Sometimes, the recommended schedule for vaccination in this age is 2 doses, 8 weeks apart.",Sometimes the recommended vaccination schedule at this age is 2 doses 8 weeks apart.,0.731549327,,,
4,The dose interval can be shortened to a minimum of 3 weeks (for people who receive a Pfizer vaccine) or 4 weeks (for people who receive a Moderna vaccine) in special circumstances.,The dose interval can usually be shortened to a minimum of 3 weeks (for people who receive a Pfizer vaccine) or 4 weeks (for people who receive a Moderna vaccine) in special circumstances.,The dosing interval can usually be shortened to at least 3 weeks (for people receiving a Pfizer vaccine) or 4 weeks (for people receiving a Moderna vaccine) in special circumstances.,0.754031182,,,
4,A third primary dose is recommended for people in this age group who are severely immunocompromised.,"Often, a third primary dose is recommended for people in this age group who are severely immunocompromised.",A third primary dose is often recommended for people in this age group who are severely immunocompromised.,0.882352941,,,
4,It is recommended they receive this dose from 8 weeks after their second dose.,"Sometimes, it is recommended they receive this dose from 8 weeks after their second dose.",Sometimes it is recommended to have this dose 8 weeks after the second dose.,0.665044843,,,
4,People aged 16 to 17 are also recommended to receive an additional dose after their primary course of vaccination.,"Often, people aged 16 to 17 are also recommended to receive an additional dose after their primary course of vaccination.",People aged 16 to 17 years are also often recommended to receive an additional dose after the primary vaccination course.,0.7,,,
4,This will be a third dose for most people.,Usually this will be a third dose for most people.,Usually this will be a third dose for most people.,1,,,
4,"However, for people who are severely immunocompromised, an additional dose will be a fourth dose, as they will already have had 3 primary vaccine doses.","However, for people who are severely immunocompromised, usually an additional dose will be a fourth dose, as they will already have had 3 primary vaccine doses.","However, in severely immunocompromised individuals, an additional dose is usually a fourth dose as they have already received 3 primary doses.",0.562948306,,,
4,Everyone aged 16 and over who is severely immunocompromised or lives in disability care facilities can receive their winter dose 3 months after receiving their third dose (or fourth dose for people who are severely immunocompromised) or being infected with COVID-19 if it has occurred since the person's third dose.,"Sometimes, everyone aged 16 and over who is severely immunocompromised or lives in disability care facilities can receive their winter dose 3 months after receiving their third dose (or fourth dose for people who are severely immunocompromised) or being infected with COVID-19 if it has occurred since the person's third dose.","Sometimes anyone 16 years and older who is severely immunocompromised or lives in care facilities for the disabled can have their winter dose 3 months after receiving their third dose (or fourth dose for those with severe immunodeficiency) or infection with COVID-19, if this is the case has occurred since the person's third dose.",0.666666667,,,
