MR,Source,Followup,Result,BLEU_Score,,,
2,The signs and symptoms of dementia may not be obvious.,-,-,,,,
2,"If you notice any changes that are unusual for you, see your doctor.",If you notice any changes that are unusual for you. See your doctor.,If you notice changes that are unusual for you. See your doctor.,0.920044415,,,
2,It is important to receive a confirmed diagnosis from your doctor.,-,-,,,,
2,"To diagnose you, your doctor will ask you to provide your medical history and may conduct: physical and neurological examinations, cognitive and mental state assessment, blood or urine tests, specialist tests, such as a CT or MRI of the brain.",To diagnose you. Your doctor will ask you to provide your medical history and may conduct: physical and neurological examinations. Cognitive and mental state assessment. Blood or urine tests. Specialist tests. Such as a CT or MRI of the brain.,"To diagnose you. Your doctor will ask you to provide your medical history and may perform: physical and neurological examinations. Cognitive and mental state assessment. Blood or urine tests. Specialist tests. For example, a CT or MRI of the brain.",0.925,,,
2,Currently there is no treatment available to cure dementia.,-,-,,,,
2,"Symptoms can often be managed, which can help people with dementia live meaningful and fulfilling lives after diagnosis.",Symptoms can often be managed. Which can help people with dementia live meaningful and fulfilling lives after diagnosis.,Symptoms can often be managed. Which can help people with dementia to live meaningful and satisfying lives after the diagnosis.,0.85,,,
2,Non-medicinal approaches can help to manage the challenging behaviours of dementia.,-,-,,,,
2,"Non-medicinal approaches include: psychological therapies, including cognitive behavioural therapies, alternative therapies, including multi-sensory therapy, memory training and activities, changes to a person’s home or other environment to ensure it is dementia-friendly.",Non-medicinal approaches include: psychological therapies. Including cognitive behavioural therapies. Alternative therapies. Including multi-sensory therapy. Memory training and activities. Changes to a person’s home or other environment to ensure it is dementia-friendly.,Non-medical approaches include: psychological therapies. Including cognitive behavioral therapies. Alternative therapies. Including multisensory therapy. Memory training and activities. Changes to a person's home or other environment to ensure it is dementia-friendly.,0.870967742,,,
2,"Medicinal approaches aim to: improve memory, thinking, and sleep, reduce delusions or hallucinations, reduce depression and anxiety.",Medicinal approaches aim to: improve memory. Thinking. And sleep. Reduce delusions or hallucinations. Reduce depression and anxiety.,Medical approaches aim to: improve memory. Thinking. And sleep. Reduce delusions or hallucinations. Reduce depression and anxiety.,0.941176471,,,
2,Our initiatives and programs support people living with dementia and their carers at every stage – from diagnosis through to residential aged care.,-,-,,,,
2,"These measures aim to: improve dementia diagnosis and early intervention, increase respite and support for informal carers, improve the capacity and quality of dementia care.",These measures aim to: improve dementia diagnosis and early intervention. Increase respite and support for informal carers. Improve the capacity and quality of dementia care.,These measures aim to: improve dementia diagnosis and early intervention. Increasing breathing space and support for informal carers. Improve the capacity and quality of dementia care.,0.884615385,,,
2,"This will ensure that people living with dementia are: connected with the support they need after their diagnosis, enabled to remain in their home for longer, able to access high quality, dementia informed aged care services.",This will ensure that people living with dementia are: connected with the support they need after their diagnosis. Enabled to remain in their home for longer. Able to access high quality. Dementia informed aged care services.,This will ensure that people living with dementia are: linked to the support they need after the diagnosis. Makes it possible to stay in your home longer. Can access high quality. Dementia-informed elderly care.,0.63782595,,,
2,"A healthy weight is the appropriate body weight for you – it is different for everyone and depends on your: gender, age, height, muscle mass, biological and genetic factors, including ethnic background.",A healthy weight is the appropriate body weight for you – it is different for everyone and depends on your gender. Age. Height. Muscle mass. Biological and genetic factors. Including ethnic background.,A healthy weight is the right weight for you - it's different for everyone and depends on your gender. Age. Height. Muscle mass. Biological and genetic factors. Including ethnicity.,0.777347123,,,
2,"You can determine whether your weight is in the healthy range, by working out your body mass index (BMI). A healthy BMI range is 18.5 to 24.9.",You can determine whether your weight is in the healthy range. By working out your body mass index (BMI). A healthy BMI range is 18.5 to 24.9.,You can determine if your weight is in a healthy range. Working out your body mass index (BMI). A healthy BMI range is 18.5 to 24.9.,0.851237709,,,
2,But the BMI doesn’t take account of body shape or fitness levels.,-,-,,,,
2,"For example, an athlete might have a BMI in the overweight range due to muscle mass.",For example. An athlete might have a BMI in the overweight range due to muscle mass.,For example. An athlete may have a BMI in the overweight range due to muscle mass.,0.9375,,,
2,"So, measuring waist circumference, as well as BMI, can help determine whether you could be at risk of some chronic conditions.",So. Measuring waist circumference. As well as BMI. Can help determine whether you could be at risk of some chronic conditions.,That's right. Waist circumference measurement. So is BMI. It can help determine whether you are at risk for certain chronic conditions.,0.428571429,,,
2,"If you are worried about your weight, speak to your doctor.",If you are worried about your weight. Speak to your doctor.,If you are concerned about your weight. Talk to your doctor.,0.818181818,,,
2,"Being a healthy weight provides better quality of life – including feeling better, having more energy, and having a higher self-esteem",Being a healthy weight provides better quality of life – including feeling better. Having more energy. And having a higher self-esteem,A healthy weight ensures a better quality of life – including feeling better. Have more energy. And have more self-esteem,0.713422068,,,
2,Being a healthy weight reduces the risk of ill-health – overweight and obesity is a major risk factor for many conditions,-,-,,,,
2,Being a healthy weight makes it easier to manage chronic conditions,-,-,,,,
2,"Being a healthy weight helps improve mental health – being overweight or obese can contribute to mental ill-health, including low self-esteem, depression and anxiety",Being a healthy weight helps improve mental health – being overweight or obese can contribute to mental ill-health. Including low self-esteem. Depression and anxiety,A healthy weight helps improve mental health - being overweight or obese can contribute to mental health. Including low self-esteem. Depression and anxiety,0.832568146,,,
2,"Being a healthy weight helps you live longer – on average, people with BMIs of 30 to 35 die 2 to 4 years earlier than those with healthy weight, while those with BMIs of 40 to 45 die 8 to 10 years earlier.","Being a healthy weight helps you live longer – on average, people with BMIs of 30 to 35 die 2 to 4 years earlier than those with healthy weight. While those with BMIs of 40 to 45 die 8 to 10 years earlier.","A healthy weight helps you live longer – on average, people with a BMI of 30 to 35 die 2 to 4 years earlier than those at a healthy weight. While those with a BMI of 40 to 45 die 8 to 10 years earlier.",0.866666667,,,
2,"Being overweight or obese increases the risk of heart disease, stroke, type 2 diabetes, some cancers, kidney disease, gall bladder disease, high blood pressure, high cholesterol, joint problems, such as gout, arthritis and joint pain, sleep problems, sexual health problems, having a difficult pregnancy and labour.",Being overweight or obese increases the risk of heart disease. Stroke. Type 2 diabetes. Some cancers. Kidney disease. Gall bladder disease. High blood pressure. High cholesterol. Joint problems. Such as gout. Arthritis and joint pain. Sleep problems. Sexual health problems. Having a difficult pregnancy and labour.,Being overweight or obese increases the risk of heart disease. Impact. Type 2 diabetes. Some cancers. Kidney disease. Gallbladder disease. High blood pressure. High cholesterol. Joint problems. Such as gout. Arthritis and joint pain. Sleep problems. Sexual health problems. Having a difficult pregnancy and delivery.,0.912821348,,,
2,"The higher the excess weight, the higher the risk of developing these conditions.",The higher the excess weight. The higher the risk of developing these conditions.,The greater the excess weight. The greater the risk of developing these conditions.,0.846153846,,,
2,Being overweight or obese can also make it harder to control or manage existing chronic conditions.,-,-,,,,
2,Overweight and obesity is a major – but largely preventable – public health issue in Australia.,-,-,,,,
2,"In 2019, out of 22 OECD member countries, Australia had the 6th highest proportion of overweight or obese people aged 15 and over.",In 2019. Out of 22 OECD member countries. Australia had the 6th highest proportion of overweight or obese people aged 15 and over.,In 2019. Of the 22 OECD member countries. Australia had the 6th highest percentage of overweight or obese people over the age of 15.,0.708333333,,,
2,"In Australia, 1 in 4 children aged 2 to 17 are overweight or obese",In Australia. 1 in 4 children aged 2 to 17 are overweight or obese,In Australia. 1 in 4 children aged 2 to 17 are overweight or obese,1,,,
2,"In Australia, 2 in 3 adults are overweight (36%) or obese (31%)",In Australia. 2 in 3 adults are overweight (36%) or obese (31%),In Australia. 2 in 3 adults are overweight (36%) or obese (31%),1,,,
2,"In Australia, about 2 in 3 adults have a waist circumference that puts them at high risk of chronic disease",In Australia. about 2 in 3 adults have a waist circumference that puts them at high risk of chronic disease,In Australia. about 2 out of 3 adults have a waist circumference that puts them at high risk of chronic disease,0.904761905,,,
2,"In Australia, overweight and obesity increases with age – in 2017–18, 46% of those aged 18 to 24 years were overweight or obese, compared with 75% of those aged 55 to 64 years","In Australia. overweight and obesity increases with age – in 2017–18, 46% of those aged 18 to 24 years were overweight or obese. Compared with 75% of those aged 55 to 64 years","In Australia. overweight and obesity increase with age – in 2017–2018, 46% of 18- to 24-year-olds were overweight or obese. Compared to 75% of those aged 55 to 64",0.720958982,,,
2,"In Australia, those aged 65 to 74 years are the most likely of all age groups to be overweight or obese (78%)",In Australia. Those aged 65 to 74 years are the most likely of all age groups to be overweight or obese (78%),In Australia. Those aged 65 to 74 are the most likely of all age groups to be overweight or obese (78%),0.953496955,,,
2,"In Australia, 8.4% of the total burden of disease was due to overweight and obesity in 2015.",In Australia. 8.4% of the total burden of disease was due to overweight and obesity in 2015.,In Australia. 8.4% of the total disease burden was due to overweight and obesity in 2015.,0.939413063,,,
2,Excess weight generally results from an energy imbalance.,-,-,,,,
2,This is where the energy taken in from eating and drinking is higher than the energy used through physical activity.,-,-,,,,
2,Eating healthy food and being physically active are important to achieving a healthy weight.,-,-,,,,
2,"But many other factors come into play – if you’re worried about your weight, or having trouble maintaining a healthy weight, speak with your doctor.",But many other factors come into play – if you’re worried about your weight. Or having trouble maintaining a healthy weight. Speak with your doctor.,But many other factors come into play - if you're concerned about your weight. Or you have trouble maintaining a healthy weight. Talk to your doctor.,0.730769231,,,
2,Some groups in our community also face extra challenges in maintaining a healthy weight.,-,-,,,,
2,People living in regional and rural areas are more likely to be overweight or obese than those who live in cities.,-,-,,,,
2,"When compared with cities, challenges in regional and rural areas include higher prices for healthy and fresh food",When compared with cities. Challenges in regional and rural areas include higher prices for healthy and fresh food,"
Compared to cities. Challenges in regional and rural areas include higher prices for healthy and fresh food",0.831946892,,,
2,"When compared with cities, challenges in regional and rural areas include lower availability of fresh fruit and vegetables, and of healthier substitutes, such as wholegrain bread and reduced-fat milk",When compared with cities. Challenges in regional and rural areas include lower availability of fresh fruit and vegetables. And of healthier substitutes. Such as wholegrain bread and reduced-fat milk,Compared to cities. Challenges in regional and rural areas include less availability of fresh fruit and vegetables. And about healthier substitutes. Such as whole grain bread and reduced fat milk,0.733333333,,,
2,"When compared with cities, challenges in regional and rural areas include lower-quality drinking water, which might lead people to drink more sugary drinks",When compared with cities. Challenges in regional and rural areas include lower-quality drinking water. Which might lead people to drink more sugary drink.,Compared to cities. Challenges in regional and rural areas include lower quality drinking water. Which could lead people to drink more sugary drinks.,0.739130435,,,
2,"When compared with cities, challenges in regional and rural areas include fewer indoor gyms, sporting grounds or team sports.",When compared with cities. Challenges in regional and rural areas include fewer indoor gyms. Sporting grounds or team sports.,Compared to cities. Challenges in regional and rural areas include fewer indoor gyms. Sports fields or team sports.,0.735746254,,,
2,There are things you can do to eat healthily and be active.,-,-,,,,
2,"Buy in-season fruit and vegetables from local suppliers, if available.",Buy in-season fruit and vegetables from local suppliers. If available.,Buy seasonal fruits and vegetables from local suppliers. If available.,0.8,,,
2,"If you’re unsure about the water supply, boil water first, then keep it in the fridge.",If you’re unsure about the water supply. Boil water first. Then keep it in the fridge.,If you are not sure about the water supply. Boil the water first. Then store it in the refrigerator.,0.631578947,,,
2,"If fresh fruit and vegetables are unavailable, buy frozen and canned ones instead.",If fresh fruit and vegetables are unavailable. Buy frozen and canned ones instead.,If fresh fruits and vegetables are not available. Buy frozen and canned instead.,0.769230769,,,
2,"Read the labels to make sure they’re not high in sugar, salt or saturated fat.",Read the labels to make sure they’re not high in sugar. Salt or saturated fat.,Read the labels to make sure they don't have a lot of sugar. Salt or saturated fat.,0.647058824,,,
2,"When fresh fruit and vegetables are available, buy in bulk, cook, and freeze to eat later.",When fresh fruit and vegetables are available. Buy in bulk. Cook. And freeze to eat later.,When fresh fruits and vegetables are available. Buy in bulk. to cook. And freeze to eat later.,0.823529412,,,
2,"If you don’t have access to team sports or a gym, find exercises you can do at home, or get into the habit of going for a brisk walk every day.",If you don’t have access to team sports or a gym. Find exercises you can do at home. Or get into the habit of going for a brisk walk every day.,If you don't have access to team sports or a gym. Find exercises you can do at home. Or get into the habit of going for a brisk walk every day.,0.967741935,,,
3,m. at a place where five hundred (500) or more persons may be present for the purposes of transiting through the place; or,m. at a place where five hundred (500) or more persons may be present for the purpose of transiting through the place; or,m. at a place where five hundred (500) or more persons may be present for the purpose of transit through that place; or,0.913043478,,,
3,n. specified as exempt from this direction by the Chief Health Officer in writing or delivered by an operator who has a social distancing policy approved in writing by the Chief Health Officer.,n. specified as exempt from this direction by the Chief Health Officer in writing or delivered by operators who have a social distancing policy approved in writing by the Chief Health Officer.,n. stated to be exempt from this instruction by the Chief Health Officer in writing or delivered by an operator who has a social distancing policy approved in writing by the Chief Health Officer.,0.794117647,,,
3,"6. For the purposes of paragraph 5(k), a school event that involves members of the community in addition to staff and students is deemed not necessary for the normal business of the facility.","6. For the purposes of paragraph 5(k), a school event that involves a member of the community in addition to staff and students is deemed not necessary for the normal business of the facility.","6. For the purposes of paragraph 5(k), school events involving community members in addition to staff and students are considered unnecessary for the normal business of the facility.",0.634163944,,,
3,"Note: The intended effect of paragraph 6 is that a school event that involves members of the community in addition to staff and students will be a mass gathering if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that school events that involve members of the community in addition to staff and students will be a mass gathering if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that a school event involving community members in addition to staff and students will be a mass gathering if it involves a gathering of five hundred (500) people or more in one undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.",0.878048887,,,
3,Note: the exclusions identified in paragraph 5 will be reviewed on a day to day basis and further directions are expected to be issued to remove some of the current exclusions.,Note: the exclusion identified in paragraph 5 will be reviewed on a day to day basis and further directions are expected to be issued to remove some of the current exclusions.,Note: the exceptions identified in paragraph 5 will be reviewed daily and further instructions are expected to be issued to remove some of the current exceptions.,0.698121741,,,
3,"7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from a place outside Australia, or on a connecting flight from a flight that originated from a place outside Australia:","7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from places outside Australia, or on a connecting flight from a flight that originated from places outside Australia:","7. Except in the circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight originating from a place outside Australia, or on a connecting flight from a flight originating from a place outside Australia:",0.833333333,,,
3,a. must travel from the airport to a premises that is suitable for the person to reside in for a period of 14 days;,a. must travel from the airport to a premises that is suitable for the people to reside in for a period of 14 days;,a. must move from the airport to premises suitable for public habitation within 14 days;,0.402461866,,,
3,"b. except in exceptional circumstances, must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. except in an exceptional circumstance, must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. except in exceptional circumstances, must remain on the premises for a period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;",0.838253954,,,
3,"c. must not leave the premises, except: for the purposes of obtaining medical care or medical supplies;","c. must not leave the premises, except: for the purposes of obtaining medical care or a medical supply;","c. may not leave the premises, except: for the purpose of obtaining medical treatment or medical supplies;",0.721020639,,,
3,"c. must not leave the premises, except: in any other emergency situation;","c. must not leave the premises, except: in any other emergency situations;","c. cannot leave the premises, except: in any other emergency situation;",0.747082404,,,
3,"c. must not leave the premises, except: in circumstances where it is possible to avoid close contact with other persons; and","c. must not leave the premises, except: in a circumstance where it is possible to avoid close contact with other persons; and","c. cannot leave the premises, except: in the circumstances possible to avoid close contact with other people; and",0.622795758,,,
3,"d. must not permit any other person to enter the premises unless that other person usually lives at the premises, or the other person is also complying with this direction for the same 14 day period, or for medical or emergency purposes.","d. must not permit any other person to enter the premises unless that other person usually lives at the premises, or the other person is also complying with these directions for the same 14 day period, or for medical or emergency purposes.","d. must not allow any other person to enter the premises unless that other person normally resides on the premises, or that other person also complies with these instructions for the same 14-day period, or for medical or emergency purposes.",0.76098354,,,
3,8. A person is not required to comply with the direction in paragraph 7 if the person is: a member of the flight crew;,8. People are not required to comply with the direction in paragraph 7 if the people are: members of the flight crew;,8. The public is not required to comply with the instructions in paragraph 7 if the person is: a member of the flight crew;,0.666666667,,,
3,8. A person is not required to comply with the direction in paragraph 7 if the person is: a citizen or permanent resident of a Pacific Island; or,8. People are not required to comply with the direction in paragraph 7 if the people are: citizens or permanent residents of a Pacific Island; or,8. People are not required to comply with the instructions in paragraph 7 if they are: citizens or permanent residents of the Pacific Islands; or,0.845494706,,,
3,8. A person is not required to comply with the direction in paragraph 7 if the person is: a person intending to live indefinitely on a Pacific Island and who is travelling through an airport in Victoria in transit to the Pacific Island.,8. People are not required to comply with the direction in paragraph 7 if the people are: people intending to live indefinitely on a Pacific Island and who are travelling through an airport in Victoria in transit to the Pacific Island.,8. People do not need to comply with the instructions in paragraph 7 if they are: people who intend to stay permanently in the Pacific Islands and who are traveling through an airport in Victoria in transit to the Pacific Islands.,0.707317073,,,
3,"(1) A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.","(1) A person must not refuse or fail to comply with directions given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.","(1) A person shall not refuse or fail to comply with an instruction given to that person, or a wish made upon that person, in the exercise of powers under the authorization given under section 199.",0.777777778,,,
3,(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.,(2) A person is not guilty of an offence against subsection (1) if the person had reasonable excuses for refusing or failing to comply with the direction or requirement.,(2) A person does not commit an offense against subsection (1) if that person has reasonable grounds for refusing or disobeying the direction or requirement.,0.613543528,,,
3,m. at a place where five hundred (500) or more persons may be present for the purposes of transiting through the place; or,m. at a place where five hundred (500) or more persons may be present for the purpose of transiting through the place; or,m. A place where more than 500 people may be present for the purpose of transit. Also,0.454635515,,,
3,n. specified as exempt from this direction by the Chief Health Officer in writing or delivered by an operator who has a social distancing policy approved in writing by the Chief Health Officer.,n. specified as exempt from this direction by the Chief Health Officer in writing or delivered by operators who have a social distancing policy approved in writing by the Chief Health Officer.,n. Is designated exempt from this instruction in writing by the Chief Health Officer or is provided by an operator with a social distancing policy approved in writing by the Chief Health Officer.,0.757575758,,,
3,"6. For the purposes of paragraph 5(k), a school event that involves members of the community in addition to staff and students is deemed not necessary for the normal business of the facility.","6. For the purposes of paragraph 5(k), a school event that involves a member of the community in addition to staff and students is deemed not necessary for the normal business of the facility.","6. For the purposes of paragraph 5(k), school events involving members of the community in addition to staff and students are not considered necessary for the normal operations of the facility.",0.732065291,,,
3,"Note: The intended effect of paragraph 6 is that a school event that involves members of the community in addition to staff and students will be a mass gathering if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that school events that involve members of the community in addition to staff and students will be a mass gathering if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that a school event involving members of the community, in addition to staff and students, is considered a large gathering when more than 500 people gather in one undivided space in the school. That's it. simultaneous. School events include assemblies, sporting events, or parent-teacher functions.",0.566587375,,,
3,Note: the exclusions identified in paragraph 5 will be reviewed on a day to day basis and further directions are expected to be issued to remove some of the current exclusions.,Note: the exclusion identified in paragraph 5 will be reviewed on a day to day basis and further directions are expected to be issued to remove some of the current exclusions.,Note: The exclusions identified in paragraph 5 will be reviewed on a daily basis and further instructions will be issued to remove some of the current exclusions.,0.70261755,,,
3,"7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from a place outside Australia, or on a connecting flight from a flight that originated from a place outside Australia:","7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from places outside Australia, or on a connecting flight from a flight that originated from places outside Australia:","7. Except in the circumstances specified in paragraph 8 below, any person arriving at an airport in Victoria on a flight originating from outside Australia, or on a connecting flight from a flight originating outside Australia:",0.705401437,,,
3,a. must travel from the airport to a premises that is suitable for the person to reside in for a period of 14 days;,a. must travel from the airport to a premises that is suitable for the people to reside in for a period of 14 days;,"of. From the airport, people must be transferred to a facility suitable for residence for 14 days.",0.350724778,,,
3,"b. except in exceptional circumstances, must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. except in an exceptional circumstance, must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. Must reside at the facility for a period beginning on the date of arrival and ending at midnight on the 14th day after arrival, except in exceptional circumstances.",0.675880557,,,
3,"c. must not leave the premises, except: for the purposes of obtaining medical care or medical supplies;","c. must not leave the premises, except: for the purposes of obtaining medical care or a medical supply;",c. Do not leave the premises except:,0.148391562,,,
3,"c. must not leave the premises, except: in any other emergency situation;","c. must not leave the premises, except: in any other emergency situations;",c. Do not leave the premises except: Other emergencies.,0.39807295,,,
3,"c. must not leave the premises, except: in circumstances where it is possible to avoid close contact with other persons; and","c. must not leave the premises, except: in a circumstance where it is possible to avoid close contact with other persons; and",c. Do not leave the premises unless: i. When,0.104834259,,,
3,"d. must not permit any other person to enter the premises unless that other person usually lives at the premises, or the other person is also complying with this direction for the same 14 day period, or for medical or emergency purposes.","d. must not permit any other person to enter the premises unless that other person usually lives at the premises, or the other person is also complying with these directions for the same 14 day period, or for medical or emergency purposes.",d. Allow no other person to enter the premises unless the other person normally resides in the premises or is following these instructions for the same 14-day period or for medical or emergency purposes. should not be,0.590268818,,,
3,8. A person is not required to comply with the direction in paragraph 7 if the person is: a member of the flight crew;,8. People are not required to comply with the direction in paragraph 7 if the people are: members of the flight crew;,8. You are not required to follow the instructions in Section 7 if:,0.30795072,,,
3,8. A person is not required to comply with the direction in paragraph 7 if the person is: a citizen or permanent resident of a Pacific Island; or,8. People are not required to comply with the direction in paragraph 7 if the people are: citizens or permanent residents of a Pacific Island; or,8. You are not required to follow the instructions in paragraph 7 if: Citizens or Permanent Residents of the Pacific Islands. Also,0.492672179,,,
3,8. A person is not required to comply with the direction in paragraph 7 if the person is: a person intending to live indefinitely on a Pacific Island and who is travelling through an airport in Victoria in transit to the Pacific Island.,8. People are not required to comply with the direction in paragraph 7 if the people are: people intending to live indefinitely on a Pacific Island and who are travelling through an airport in Victoria in transit to the Pacific Island.,"8. You are not required to follow the instructions in Section 7 if: you intend to live indefinitely on a Pacific Island, and you are transiting through Victoria's airport in transit to a Pacific Island.",0.553616862,,,
3,"(1) A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.","(1) A person must not refuse or fail to comply with directions given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.",(1) A person shall not refuse or fail to comply with instructions given to him or requests made to him in the exercise of powers under the powers conferred on him under section 199. .,0.638633032,,,
3,(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.,(2) A person is not guilty of an offence against subsection (1) if the person had reasonable excuses for refusing or failing to comply with the direction or requirement.,(2) He is not guilty of a violation of (1) if he has reasonable excuses for his refusal or failure to comply with the instructions or requirements.,0.550283203,,,
3,"The World Health Organisation defines dementia as a syndrome that leads to a decline in the ability to process thought, beyond what is expected from the usual consequences of ageing.","The World Health Organisation defines dementia as syndromes that leads to a decline in the abilities to process thought, beyond what is expected from the usual consequence of ageing.","The World Health Organization defines dementia as syndromes that lead to a decline in the ability to process thoughts, beyond what is expected as a normal consequence of aging.",0.724137931,,,
3,"Dementia can affect a person’s: memory, thinking, behaviour, communication, judgement, ability to perform daily activities.","Dementia can affect people’s: memory, thinking, behaviour, communication, judgement, abilities to perform daily activity.","Dementia can affect people's: memory, thinking, behaviour, communication, judgement, ability to carry out daily activities.",0.666666667,,,
3,"Dementia can affect anyone of any age; however, it is most common among people aged 65 years and older.",-,-,,,,
3,"While ageing increases your risk of dementia, it is not a normal part of ageing.",-,-,,,,
3,Younger onset dementia describes any form of dementia affecting a person under the age of 65.,-,-,,,,
3,"There are multiple types of dementia, including: Alzheimer’s disease, vascular dementia, dementia with Lewy bodies, frontotemporal dementia, alcohol-related dementia, younger onset dementia, chronic traumatic encephalopathy (CTE).","There is a type of dementia, including: Alzheimer’s disease, vascular dementia, dementia with Lewy bodies, frontotemporal dementia, alcohol-related dementia, younger onset dementia, chronic traumatic encephalopathy (CTE).","There are different types of dementia, including: Alzheimer's disease, vascular dementia, dementia with Lewy bodies, frontotemporal dementia, alcohol-related dementia, younger-onset dementia, chronic traumatic encephalopathy (CTE).",0.768631551,,,
3,Some risk factors for dementia can be reduced by looking after your mental and physical health.,A risk factor for dementia can be reduced by looking after your mental and physical health.,A risk factor for dementia can be reduced by taking care of your mental and physical health.,0.823529412,,,
3,"Several factors can contribute to the risk of developing dementia, including: age, genetics and family history, poor diet, lack of exercise, smoking, drinking alcohol, social isolation, other diseases or causes of damage to the brain.","A factor can contribute to the risk of developing dementia, including: age, genetics and family history, poor diet, lack of exercise, smoking, drinking alcohol, social isolation, other disease or causes of damage to the brain.","A factor can contribute to the risk of developing dementia, including: age, genetics and family history, poor diet, lack of exercise, smoking, drinking alcohol, social isolation, other illness or causes of damage to the brain.",0.971428571,,,
3,"To lower your risk of developing dementia, you can: improve or maintain your physical health through diet and exercise, limit alcohol consumption and avoid smoking, maintain an active social life, keep mentally stimulated.",-,-,,,,
3,"The Australian Institute of Health and Welfare estimates that up to 472,000 Australians are living with dementia.",-,-,,,,
3,"In 2019, dementia was the second leading cause of death in Australia, and the leading cause of death among Australian women.",-,-,,,,
3,"In Australia, 1 in 12 people aged 65 and over are living with dementia",-,-,,,,
3,"In Australia, 2 in 5 people aged 90 and over are living with dementia",-,-,,,,
3,"In Australia, dementia prevalence rates are 3-5 times higher among Indigenous Australians.",-,-,,,,
3,"The symptoms of dementia can vary depending on the person, the type of dementia and whether they have an early, middle or late stage of cognitive decline.","The symptom of dementia can vary depending on the person, the types of dementia and whether they have an early, middle or late stages of cognitive decline.","The symptoms of dementia can vary depending on the person, the types of dementia and whether they have an early, middle or late stage of cognitive impairment.",0.888888889,,,
3,"People living with dementia may experience a range of signs and symptoms, including: memory loss, changes in personality, confusion about time or place, difficulty speaking, writing, and comprehending, loss of emotion, interest and enthusiasm, reduced, capacity for decision-making, difficulty performing everyday tasks, irregular sleep.","People living with dementia may experience ranges of sign and symptom, including: memory loss, changes in personality, confusion about time or place, difficulty speaking, writing, and comprehending, loss of emotion, interest and enthusiasm, reduced, capacity for decision-making, difficulty performing everyday task, irregular sleep.","People living with dementia may experience a range of signs and symptoms, including: memory loss, changes in personality, confusion about time or place, difficulty speaking, writing and understanding, loss of emotion, interest and enthusiasm, reduced ability to make decisions , problems carrying out everyday tasks, irregular sleep.",0.659574468,,,
3,The signs and symptoms of dementia may not be obvious.,The sign and symptom of dementia may not be obvious.,Signs and symptoms of dementia may not be obvious.,0.695986135,,,
3,"If you notice any changes that are unusual for you, see your doctor.","If you notice any change that are unusual for you, see your doctor.","If you notice changes that are unusual for you, contact your doctor.",0.766703679,,,
3,It is important to receive a confirmed diagnosis from your doctor.,It is important to receive confirmed diagnoses from your doctor.,It is important to get a confirmed diagnosis from your doctor.,0.727272727,,,
3,"To diagnose you, your doctor will ask you to provide your medical history and may conduct: physical and neurological examinations, cognitive and mental state assessment, blood or urine tests, specialist tests, such as a CT or MRI of the brain.",-,-,,,,
3,Currently there is no treatment available to cure dementia.,Currently there are no treatments available to cure dementia.,"Currently, there are no treatments available to cure dementia.",0.888888889,,,
3,"Symptoms can often be managed, which can help people with dementia live meaningful and fulfilling lives after diagnosis.","Symptom can often be managed, which can help people with dementia live meaningful and fulfilling lives after diagnosis.","Symptoms can often be managed, which can help people with dementia live meaningful and fulfilling lives after diagnosis.",0.944444444,,,
3,Non-medicinal approaches can help to manage the challenging behaviours of dementia.,Non-medicinal approaches can help to manage the challenging behaviour of dementia.,Non-medical approaches can help manage the challenging behaviors of dementia.,0.723869934,,,
