MR,Source,Followup,Result,BLEU_Score,,,
2,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.",The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events. sporting events or conferences.,"The director-general of health's first directive under these new powers includes a ban on non-essential mass gatherings of more than 500 people, such as cultural events. sporting events or conferences.",0.633333333,,,
2,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",A number of our state’s largest cultural institutions including the National Gallery of Victoria. The State Library and Museums Victoria have also announced temporary closures. And events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.,"Several of our state's greatest cultural institutions, including the National Gallery of Victoria. State Library and Museums Victoria has also announced temporary closures. And events such as the Melbourne Comedy Festival and the Melbourne Food and Wine Festival have already been postponed.",0.836975731,,,
2,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.",Gatherings that are deemed essential and may continue include public transport. Food markets and workplaces. Schools. TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.,"Gatherings that are considered essential and may continue include public transportation. Food markets and jobs. Schools. TAFEs and universities remain open for now, but have been asked to limit mass gatherings such as gatherings and lectures of more than 500 people.",0.804878049,,,
2,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.",At this stage spaces or locations where 500 or more people may be in transit. Such as Federation Square or Bourke Street Mall. Are excluded from the ban on mass gatherings.,"At this stage, rooms or places where there may be 500 or more people. For example, Federation Square or Bourke Street Mall. Excluded from the ban on mass gatherings.",0.675880557,,,
2,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.",However. If it is deemed necessary to protect public health. The powers can also be used in future to quarantine entire suburbs. Businesses or professions – rather than just individuals.,However. If it is considered necessary to protect public health. These powers can also be used to quarantine entire suburbs in the future. Companies or professions - not just individuals.,0.733333333,,,
2,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,-,-,,,,
2,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians are voluntarily complying with requests to isolate. The expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","Although most Victorians complete isolation requests voluntarily. The expanded powers mean people who fail to comply with the directive could face fines of up to $20,000.",0.593587329,,,
2,"Fines for body corporates that don’t comply could be up to $100,000.",-,-,,,,
2,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,-,-,,,,
2,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,-,-,,,,
2,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”",“We are taking these steps. after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers. to contain the spread of coronavirus as much as we can.”,"""We are taking these steps. after approval from the Cabinet of Ministers, which includes the Prime Minister and all Prime Ministers and Chief Ministers. to limit the spread of the coronavirus as much as possible.",0.714285714,,,
3,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","States of Emergencies has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officers with the powers they needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A state of emergency has been declared in Victoria to combat COVID-19 and help provide health directors with the necessary powers to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, as agreed by the National Cabinet yesterday.",0.815608075,,,
3,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergencies would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.",Prime Minister Daniel Andrews and Health Minister Jenny Mikakos announced that the state of emergency would begin on Monday 16 March at noon and run for the next four weeks to help with measures aimed at 'flattening the curve'. ' of COVID-19 and give our healthcare system the best chance of managing the virus.,0.727149552,,,
3,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under States of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","In States of Emergency, Authorized Officers, under the direction of the Director of Health, may act to eliminate or reduce a serious risk to public health by detaining persons, restricting movement, preventing entry to facilities, or providing any other guidance an AO deems. reasonable to protect public health.",0.770833333,,,
3,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first directions from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The Director of Health's first guidance under these new powers will include a ban on non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.677419355,,,
3,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Numerous state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","A number of cultural institutions in the state, including the National Gallery of Victoria, the State Library and the Museums of Victoria, have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",0.8,,,
3,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are deemed essentials and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Meetings deemed essential and which may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now, but have been asked to restrict mass gatherings such as assemblies and lectures of more than 500 people.",0.853658537,,,
3,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At these stages spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","In these stages, spaces or places where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the gathering ban.",0.772434922,,,
3,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessities to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessary to protect public health, the powers could also be used in the future to quarantine entire suburbs, businesses or professions – rather than just individuals.",0.903225806,,,
3,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The powers also allow the Chief Health Officers to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The powers also allow health directors to do whatever is necessary to contain the spread of the virus and reduce the risk to Victorians' health.,0.749886534,,,
3,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.",-,-,,,,
3,"Fines for body corporates that don’t comply could be up to $100,000.",-,-,,,,
3,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian Government’s plan to combat the viruses and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian government's plan to fight viruses and do what we need to do to slow the spread of COVID-19.,0.883926284,,,
3,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing advice about whether mass gatherings can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing advice on whether mass meetings can proceed can contact the DHHS advice line on 1800 675 398.,0.894736842,,,
3,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps, after agreements from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these measures, following agreements from the National Cabinet which includes the prime minister and all prime ministers and chief ministers, to contain the spread of the coronavirus as much as possible.”",0.676470588,,,
3,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","States of Emergencies has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officers with the powers they needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.",A state of emergency has been declared in Victoria to combat COVID-19 and gives the Chief Health Officer the necessary powers to enforce the 14-day isolation requirement for all travelers entering Australia and cancel more than 500 gatherings. People as agreed by the Cabinet yesterday,0.65062914,,,
3,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergencies would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Prime Minister Daniel Andrews and Health Minister Jenny Micakos announced that the state of emergency would begin on Monday, March 16 at noon. and will be effective for the next four weeks. to assist measures designed to 'Smooth the curve' of COVID-19 and give our health systems the best opportunity to manage the virus.",0.708970814,,,
3,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under States of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.",under emergency Authorities on the orders of the Chief Health Officer can take action to eliminate or reduce serious risks to public health by detaining individuals. movement restriction Preventing entry into the premises or give any other direction that AO deems reasonable. to protect public health,0.520355091,,,
3,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first directions from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first direction from the chief health officer under these new powers would include banning non-essential gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.733333333,,,
3,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Numerous state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Many of the state's largest cultural institutions, such as the National Gallery of Victoria state library and the Victoria Museum has announced that it will be temporarily closed as well And events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have been postponed.",0.553191489,,,
3,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are deemed essentials and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings deemed necessary and may continue include public transport, food markets and workplaces, schools, TAFEs and universities. will remain open for now But they were asked to limit large gatherings, such as gatherings and lectures with more than 500 participants.",0.633951443,,,
3,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At these stages spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","in these steps Areas or places where there may be 500 or more people along the way, such as Federation Square or the Bourke Street Mall, are not prohibited from gathering.",0.677419355,,,
3,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessities to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessary to protect public health Such powers could then be used in the future to quarantine all suburbs, businesses or professions. instead of using individual",0.633333333,,,
3,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The powers also allow the Chief Health Officers to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The power also allows the Chief Health Officer to do whatever is necessary to stop the spread of the virus and reduce the health risks for Victorians.,0.722246705,,,
3,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.",-,-,,,,
3,"Fines for body corporates that don’t comply could be up to $100,000.",-,-,,,,
3,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian Government’s plan to combat the viruses and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian government's plan to fight the virus and do what we must do to slow the spread of COVID-19.,0.807063129,,,
3,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing advice about whether mass gatherings can proceed can contact the DHHS advice line on 1800 675 398.,Anyone who needs advice on whether or not to run a mass rally Please contact the DHHS advice line on 1800 675 398.,0.565217391,,,
3,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps, after agreements from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps. After an agreement from the National Council of Ministers, which includes the Prime Minister, the Prime Minister and all the Chief Ministers to control the spread of the coronavirus as much as possible.”",0.605263158,,,
3,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","States of Emergencies has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officers with the powers they needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","Victoria has declared a state of emergency to combat COVID-19 and help give health officials the powers they need to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, as agreed. by the state cabinet yesterday.",0.691293462,,,
3,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergencies would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Health Minister Jenny Mikakos announced that the state of emergency will begin at noon on Monday, March 16 and will remain in place for the next four weeks to help with measures to flatten the curve of COVID-19 and give our health system the best chance of dealing with the virus.",0.781818182,,,
3,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under States of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","In an emergency, authorized officers, under the direction of the Director General of Health, may act to remove or reduce a serious threat to public health by detaining persons, restricting movement, preventing entry to premises or giving any other direction the AO deems reasonable. to protect public health.",0.645833333,,,
3,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first directions from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first directives from the Director-General of the Health Board under these new powers include a ban on non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.676470588,,,
3,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Numerous state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Many of the state's biggest cultural institutions, including the National Gallery of Victoria, State Library and Museums Victoria, have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",0.853658537,,,
3,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are deemed essentials and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings considered significant and likely to continue include public transport, food markets and workplaces. Schools, TAFEs and universities remain open for now but have been asked to limit mass gatherings such as gatherings of more than 500 people and lectures.",0.731482434,,,
3,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At these stages spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","During these stages, the ban on mass gatherings excludes premises or places where 500 or more people may be present, such as Federation Square or Bourke Street Mall.",0.641712372,,,
3,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessities to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessary to protect public health, these powers could also be used in the future to quarantine entire suburbs, businesses or professions – not just individuals.",0.866666667,,,
3,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The powers also allow the Chief Health Officers to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The powers also allow health officials to do whatever is necessary to stop the spread of the virus and reduce the health risks to Victorians.,0.715800783,,,
3,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.",-,-,,,,
3,"Fines for body corporates that don’t comply could be up to $100,000.",-,-,,,,
3,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian Government’s plan to combat the viruses and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian Government's plan to fight the virus and do what we need to do to slow the spread of COVID-19.,0.884615385,,,
3,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing advice about whether mass gatherings can proceed can contact the DHHS advice line on 1800 675 398.,Anyone requiring advice on resuming mass gatherings can contact the DHHS helpline on 1800 675 398.,0.621771839,,,
3,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps, after agreements from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","""We are taking these steps following the agreements of the State Cabinet, which includes the Prime Minister and all the Prime Ministers and Chief Ministers, to limit the spread of the coronavirus as much as possible.""",0.611111111,,,
4,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","Consequently, a State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","Consequently, a state of emergency has been declared in Victoria to combat COVID-19 and help provide the director of health with the necessary powers to enforce the 14-day isolation requirements for all travelers entering Australia and cancel mass meetings of more than 500 people, as agreed by the National Cabinet yesterday.",0.803921569,,,
4,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Often, Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Prime Minister Daniel Andrews and Minister of Health Jenny Mikakos have often announced that the state of emergency would begin on Monday, March 16 at noon and run for the next four weeks to help with measures aimed at ' flatten the curve' of COVID-19 and give our healthcare system the best chance of managing the virus.",0.719298246,,,
4,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Sometimes, under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Sometimes, in a State of Emergency, Authorized Officers, under the direction of the Director of Health, may act to eliminate or reduce a serious risk to public health by detaining persons, restricting movement, preventing entry to facilities or providing any other guidance. AO considers it reasonable to protect public health.",0.8,,,
4,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Often, the first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","Often, the Director of Health's first guidance under these new powers will include a ban on non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.6875,,,
4,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Sometimes, a number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","At times, several of our state's largest cultural institutions, including the National Gallery of Victoria, the State Library and the Victoria Museums, have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",0.844444444,,,
4,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Often, gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Often, meetings that are considered essential and that can continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now, but have been asked to restrict mass gatherings such as assemblies and lectures of more than 500 people.",0.840909091,,,
4,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Often, at this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","Often, at this stage, spaces or places where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.",0.9375,,,
4,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.",-,-,,,,
4,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,"Sometimes, the powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.",Sometimes the powers also allow the Director of Health to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,0.9,,,
4,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","However, while most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","However, while most Victorians voluntarily comply with isolation orders, the expanded powers mean that people who fail to comply with a directive can face a fine of up to $20,000.",0.77377288,,,
4,"Fines for body corporates that don’t comply could be up to $100,000.","Often, fines for body corporates that don’t comply could be up to $100,000.","Fines for companies that fail to comply can often be as high as $100,000.",0.428571429,,,
4,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"Often, this is another step in the Victorian Government’s plan to combat the virus and do what we need to do to slow the spread of COVID-19.",This is often one more step in the Victorian government's plan to fight the virus and do what we need to do to slow the spread of COVID-19.,0.785714286,,,
4,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,"Sometimes, anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.","At times, anyone needing advice on whether a mass meeting can proceed can contact the DHHS advice line on 1800 675 398.",0.818181818,,,
4,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","Sometimes, “We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","Sometimes, “we are taking these measures, following the agreement of the National Cabinet which includes the prime minister and all prime ministers and chief ministers, to contain the spread of the coronavirus as much as possible.”",0.611111111,,,
4,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","Consequently, a State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","As a result, Victoria has declared a state of emergency to combat COVID-19 and gives the Chief Health Officer the necessary powers to enforce the 14-day isolation requirement for all travelers entering Australia and cancel more mass gatherings. 500 people, as approved by the Cabinet yesterday",0.624002349,,,
4,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Often, Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Frequently, Prime Minister Daniel Andrews and Health Minister Jenny Micakos have announced that the state of emergency will begin on Monday, March 16 at noon. and will be effective for the next four weeks. to assist measures designed to 'Smooth the curve' of COVID-19 and give our health systems the best chance at managing the virus.",0.714285714,,,
4,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Sometimes, under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Sometimes, under an emergency Authorized officers under the order of the Chief Health Officer. Actions can be taken to eliminate or reduce serious risks to public health by imprisoning individuals. movement restriction Preventing entry into the premises or provide any other approach that AO reasonably considers to protect public health.",0.56,,,
