MR,Source,Followup,Result,BLEU_Score,,,
6,"Dentists provide diagnosis and treatment of diseases, injuries and abnormalities of teeth and gums.","Dentists hand out diagnosis and treatment of diseases, injuries and abnormalities of teeth and gums.","Dentists diagnose and treat diseases, injuries, and abnormalities of the teeth and gums.",0.593587329,,,
6,Dentists provide restorative and preventive procedures.,Dentists provide restorative and preventive methods.,Dentists provide restorative and preventive methods.,1,,,
6,Dentists provide surgery or other specialist services.,Dentists provide surgery or other specialist favours.,Dentists provide assistance from surgery or other specialists.,0.625,,,
6,"Dentists must complete a minimum 4-year undergraduate degree, or 4-year postgraduate master course.","Dentists must complete a most shortest of 4-year undergraduate degree, or 4-year postgraduate master course.","Dentists must complete a four-year bachelor's degree or four-year postgraduate master's program, whichever is shorter.",0.4,,,
6,They must complete further training to specialise.,They must do further training to specialise.,Specialization requires additional training.,0,,,
6,"Dental hygienists use preventive, educational and therapeutic methods to help prevent and control oral disease and maintain oral health.","Dental hygienists use preventive, educational and relaxing methods to help prevent and control oral disease and maintain oral health.","Dental hygienists use prevention, education, and relaxation methods to prevent and control oral disease and maintain oral health.",0.788299557,,,
6,They provide oral health assessment.,They provide oral health check.,We provide oral health check-ups.,0.6,,,
6,They provide diagnosis.,They provide detection.,They provide detection.,1,,,
6,They provide treatment.,They provide cure.,They offer a cure.,0.5,,,
6,"They provide management and preventive services, such as fillings, tooth extraction and gum treatment.","They give management and preventive services, such as fillings, tooth extraction and gum treatment.","We provide care and preventive services such as fillings, extractions and gum treatment.",0.569822202,,,
6,They provide education.,They provide lesson.,They offer lessons.,0.333333333,,,
6,Oral health therapists must complete a minimum 3-year undergraduate course.,Oral health therapists must complete a minimum 3-year undergraduate degree.,Oral health therapists must have completed at least a three-year bachelor's degree.,0.5,,,
6,"Dental therapists generally treat patients under the age of 18, unless they have completed further training.","Dental therapists generally cure patients under the age of 18, unless they have completed further training.","Dental therapists generally treat patients under the age of 18, unless they complete additional training.",0.748405588,,,
6,They provide oral health assessment.,-,-,,,,
6,They provide diagnosis.,-,-,,,,
6,They provide treatment.,-,-,,,,
6,"They provide management and preventive services, such as x-rays, examinations, dental impressions and routine treatment.","They provide management and preventive services, such as x-rays, tests, dental impressions and routine treatment.","They provide management and preventive services such as x-rays, examinations, dental impressions, and routine care.",0.733333333,,,
6,Dental therapists must complete a minimum 3-year undergraduate course.,Dental therapists must complete a minimum 3-year undergraduate class.,Dental therapists must complete at least a three-year undergraduate degree.,0.6,,,
6,"Dental prosthetists make, fit, supply and repair dentures and other dental appliances.","Dental prosthetists make, fit, supply and repair dentures and other dental items.","Dental prosthetics make, mount, supply, and repair dentures and other dental supplies.",0.666666667,,,
6,They provide education.,-,-,,,,
6,They provide assessment.,-,-,,,,
6,They provide treatment.,-,-,,,,
6,They provide management and provision of removeable dentures.,They provide management and advice of removeable dentures.,They provide care and advice on removable dentures.,0.625,,,
6,"They provide flexible, removable mouthguards used for sporting activities.","They provide flexible, removable mouthguards used for sporting events.","Provides a flexible, removable mouthguard for use in sporting events.",0.5,,,
6,Dental prosthetists must complete a minimum 3-year undergraduate or one-year postgraduate course.,Dental prosthetists must complete a minimum 3-year undergraduate or one-year master course.,Dental prosthetics must complete a minimum of three years of undergraduate or one year of master's degree.,0.411764706,,,
6,"To practise in Australia, all dentists and dental practitioners must complete an approved course.","To practise in Australia, all dentists and dental practitioners must complete an approved degree.","To practice in Australia, all dentists and dentists must complete an approved degree.",0.783505528,,,
6,"To practise in Australia, all dentists and dental practitioners must register with the Dental Board of Australia (DBA).","To practise in Australia, all dentists and dental practitioners must submit with the Dental Board of Australia (DBA).","To practice in Australia, all dentists and dentists must submit a submission to the Australian Dental Board (DBA).",0.666666667,,,
6,"To practise in Australia, all dentists and dental practitioners must meet the DBA’s scope of practice registration standard for dental practitioners.","To work in Australia, all dentists and dental practitioners must meet the DBA’s scope of practice registration standard for dental practitioners.","To work in Australia, all dentists and dentists must meet the DBA's criteria for registration as a dentist.",0.56432115,,,
6,"To practise in Australia, all dentists and dental practitioners must adhere to the DBA’s policies, codes and guidelines.","To practise in Australia, all dentists and dental practitioners must follow to the DBA’s policies, codes and guidelines.","To practice in Australia, all dentists and dentists must follow the DBA's policies, regulations and guidelines.",0.661872677,,,
6,"Those who want to broaden their knowledge, expertise and competence can also undertake continuing professional development.","Those who want to expand their knowledge, expertise and competence can also undertake continuing professional development.","Those who wish to expand their knowledge, expertise and competencies may also pursue continuous professional development.",0.6875,,,
7,Dentists and dental practitioners help us take care of our teeth and gums.,"""Dentists and dental practitioners"" help us take care of our teeth and gums.",Dentists and Dentists help take care of our teeth and gums.,0.682161478,,,
7,"They diagnose and treat diseases of the teeth, gums and mouth, and help take care of our dental health.","They ""diagnose and treat"" diseases of the teeth, gums and mouth, and help take care of our dental health.","They ""diagnose and treat"" diseases of the teeth, gums and mouth, and help take care of our dental health.",1,,,
7,"Dental practitioners include dental hygienists, therapists and prosthetists and oral health therapists.","""Dental practitioners"" include dental hygienists, therapists and prosthetists and oral health therapists.","Dental practitioner includes dental hygienists, therapists and prosthodontists, and oral health therapists.",0.666666667,,,
7,"Dentists provide assessment, diagnosis, treatment, management and preventive services.","Dentists provide ""assessment, diagnosis, treatment, management and preventive services.","Dentists “provide assessment, diagnosis, treatment, management and preventive services.",0.777777778,,,
7,"Dentists provide diagnosis and treatment of diseases, injuries and abnormalities of teeth and gums.","Dentists provide diagnosis and treatment of ""diseases, injuries and abnormalities of teeth and gums.""","Dentists provide diagnosis and treatment for ""diseases, injuries and abnormalities of the teeth and gums.""",0.866666667,,,
7,Dentists provide restorative and preventive procedures.,"""Dentists provide restorative and preventive procedures.""",Dentists provide restorative and preventive procedures.,0.666666667,,,
7,Dentists provide surgery or other specialist services.,"""Dentists"" provide surgery or other specialist services.",Dentist provides surgical or other professional services.,0.428571429,,,
7,"Dentists must complete a minimum 4-year undergraduate degree, or 4-year postgraduate master course.","Dentists must complete a minimum ""4-year undergraduate degree"", or 4-year postgraduate master course.",Dentists must have completed at least a “four-year bachelor’s degree” or four-year postgraduate master’s degree.,0.333333333,,,
7,They must complete further training to specialise.,"They must complete further training to ""specialise"".","Additional training is required to ""specialize"".",0.282160575,,,
7,"Dental hygienists use preventive, educational and therapeutic methods to help prevent and control oral disease and maintain oral health.","Dental hygienists use ""preventive, educational and therapeutic"" methods to help prevent and control oral disease and maintain oral health.","Dental hygienists use “prevention, education and treatment” methods to prevent and control oral disease and maintain oral health.",0.788299557,,,
7,They provide oral health assessment.,"They provide ""oral health assessment"".",They offer an “oral health assessment”.,0.333333333,,,
7,They provide diagnosis.,"They provide ""diagnosis"".","They provide ""diagnosis"".",1,,,
7,They provide treatment.,"They provide ""treatment"".","They provide ""treatment"".",1,,,
7,"They provide management and preventive services, such as fillings, tooth extraction and gum treatment.","They provide ""management and preventive services"", such as fillings, tooth extraction and gum treatment.","We provide “care and preventative services” such as fillings, tooth extractions and gum treatment.",0.642857143,,,
7,They provide education.,"They provide ""education"".","They provide ""education"".",1,,,
7,Oral health therapists must complete a minimum 3-year undergraduate course.,"""Oral health therapists"" must complete a minimum 3-year undergraduate course.",An “Oral Health Therapist” must have completed a minimum of three years of undergraduate study.,0.266666667,,,
7,"Dental therapists generally treat patients under the age of 18, unless they have completed further training.","""Dental therapists"" generally treat patients under the age of 18, unless they have completed further training.","Dental therapists generally treat patients under the age of 18, unless they complete additional training.",0.686038456,,,
7,They provide oral health assessment.,"They provide ""oral health assessment.""",They offer an “oral health assessment”.,0.333333333,,,
7,They provide diagnosis.,"They provide ""diagnosis"".","They provide ""diagnosis"".",1,,,
7,They provide treatment.,"They provide treatment.""","provide treatment.""",0.60653066,,,
7,"They provide management and preventive services, such as x-rays, examinations, dental impressions and routine treatment.","They provide management and preventive services, such as x-rays, examinations, dental impressions and routine ""treatment"".","They provide care and preventive services such as x-rays, exams, dental impressions, and routine “treatment”.",0.666666667,,,
7,Dental therapists must complete a minimum 3-year undergraduate course.,"Dental therapists must ""complete"" a minimum 3-year undergraduate course.",Dental therapists must have “completed” a minimum of three years of undergraduate study.,0.461538462,,,
7,"Dental prosthetists make, fit, supply and repair dentures and other dental appliances.","Dental prosthetists ""make, fit, supply and repair"" dentures and other dental appliances.","Dental prosthetics “build, fit, supply and repair” dentures and other dental appliances.",0.75,,,
7,They provide education.,"""They"" provide education.",They provide education.,0.666666667,,,
7,They provide assessment.,"""They provide assessment.""",They give ratings.,0,,,
7,They provide treatment.,"They provide treatment.""","provide treatment.""",0.60653066,,,
7,They provide management and provision of removeable dentures.,"""They provide management and provision of removeable dentures.",“They provide the care and provision of removable dentures.,0.555555556,,,
7,"They provide flexible, removable mouthguards used for sporting activities.","They provide ""flexible, removable mouthguards"" used for sporting activities.","Provides a ""flexible and removable mouthguard"" used in sports activities.",0.3,,,
7,Dental prosthetists must complete a minimum 3-year undergraduate or one-year postgraduate course.,"Dental prosthetists ""must"" complete a minimum 3-year undergraduate or one-year postgraduate course.",A dental prosthodontist must have completed a minimum of three years of undergraduate or one year of graduate study.,0.210526316,,,
7,"To practise in Australia, all dentists and dental practitioners must complete an approved course.","To practise in Australia, all dentists and dental practitioners must complete an approved course.""","To practice in Australia, all dentists and dentists must complete an approved course.""",0.783505528,,,
7,"To practise in Australia, all dentists and dental practitioners must register with the Dental Board of Australia (DBA).","""To practise in Australia"", all dentists and dental practitioners must register with the Dental Board of Australia (DBA).",To practice in Australia All dentists and dental practitioners must register with the Australian Dental Board (DBA).,0.721020639,,,
7,"To practise in Australia, all dentists and dental practitioners must meet the DBA’s scope of practice registration standard for dental practitioners.","""To practise"" in Australia, all dentists and dental practitioners must meet the DBA’s scope of practice registration standard for dental practitioners.","To ""practice"" in Australia, all dentists and dentists must meet the DBA's criteria for registration as a dentist.",0.470267625,,,
7,"To practise in Australia, all dentists and dental practitioners must adhere to the DBA’s policies, codes and guidelines.","""To"" practise in Australia, all dentists and dental practitioners must adhere to the DBA’s policies, codes and guidelines.","To practice ""To"" in Australia, all dentists and dentists must comply with the DBA's policies, regulations and guidelines.",0.611111111,,,
7,"Those who want to broaden their knowledge, expertise and competence can also undertake continuing professional development.","Those who want to broaden their knowledge, expertise and competence can also undertake continuing professional development.""""","Those who wish to broaden their knowledge, expertise and competencies can also undertake continuous professional development.”",0.75,,,
